ARF5	ENST00000000233	ENSCAFT00000002708
NLRX1	ENST00000292199	ENSCAFT00000019362
UBE2Q1	ENST00000292211	ENSCAFT00000027200
ANO10	ENST00000292246	ENSCAFT00000085077
PAQR6	ENST00000292291	ENSCAFT00000026666
CCR2	ENST00000292301	ENSCAFT00000021891
CCR5	ENST00000292303	ENSCAFT00000021879
MYL3	ENST00000292327	ENSCAFT00000070678
PPP1R35	ENST00000292330	ENSCAFT00000073742
PEAR1	ENST00000292357	ENSCAFT00000026165
GPC2	ENST00000292377	ENSCAFT00000023088
AZGP1	ENST00000292401	ENSCAFT00000023638
FGFR4	ENST00000292408	ENSCAFT00000026179
NACC1	ENST00000292431	ENSCAFT00000048361
HK3	ENST00000292432	ENSCAFT00000026284
IER2	ENST00000292433	ENSCAFT00000035428
ZSCAN21	ENST00000292450	ENSCAFT00000045211
CPSF4	ENST00000292476	ENSCAFT00000043832
LY6E	ENST00000292494	ENSCAFT00000079351
VPS28	ENST00000292510	ENSCAFT00000066117
PTGER1	ENST00000292513	ENSCAFT00000025846
LRRC14	ENST00000292524	ENSCAFT00000002604
ZNF333	ENST00000292530	ENSCAFT00000043924
CUX1	ENST00000292535	ENSCAFT00000078608
ALKBH4	ENST00000292566	ENSCAFT00000021747
CCDC105	ENST00000292574	ENSCAFT00000025660
ABHD17A	ENST00000292577	ENSCAFT00000030926
ZNF250	ENST00000292579	ENSCAFT00000073965
MRNIP	ENST00000292586	ENSCAFT00000000570
MGAT4B	ENST00000292591	ENSCAFT00000065421
LTC4S	ENST00000292596	ENSCAFT00000000553
MAML1	ENST00000292599	ENSCAFT00000000552
LRWD1	ENST00000292616	ENSCAFT00000061095
PSMC2	ENST00000292644	ENSCAFT00000006754
CELF5	ENST00000292672	ENSCAFT00000030591
YDJC	ENST00000292778	ENSCAFT00000024285
DCUN1D1	ENST00000292782	ENSCAFT00000018647
AP2M1	ENST00000292807	ENSCAFT00000090394
PCYT1A	ENST00000292823	ENSCAFT00000047943
FBXO17	ENST00000292852	ENSCAFT00000046387
FBXO27	ENST00000292853	ENSCAFT00000072530
THAP8	ENST00000292894	ENSCAFT00000010717
COX7A1	ENST00000292907	ENSCAFT00000010610
ZNF382	ENST00000292928	ENSCAFT00000043669
GRIN2C	ENST00000293190	ENSCAFT00000007441
FDXR	ENST00000293195	ENSCAFT00000007472
CYGB	ENST00000293230	ENSCAFT00000080249
CABP5	ENST00000293255	ENSCAFT00000006503
TMEM143	ENST00000293261	ENSCAFT00000075983
KLHL10	ENST00000293303	ENSCAFT00000025122
STAT5B	ENST00000293328	ENSCAFT00000024702
HCRT	ENST00000293330	ENSCAFT00000024739
ALDH16A1	ENST00000293350	ENSCAFT00000005871
NCKAP1L	ENST00000293373	ENSCAFT00000010414
ITGA5	ENST00000293379	ENSCAFT00000010510
NAGS	ENST00000293404	ENSCAFT00000022856
IZUMO2	ENST00000293405	ENSCAFT00000072579
LSM12	ENST00000293406	ENSCAFT00000022843
ASB16	ENST00000293414	ENSCAFT00000022694
SHANK1	ENST00000293441	ENSCAFT00000045850
FAM171A2	ENST00000293443	ENSCAFT00000043620
ZNF613	ENST00000293471	ENSCAFT00000048227
SDR9C7	ENST00000293502	ENSCAFT00000000241
WNT1	ENST00000293549	ENSCAFT00000072146
AQP5	ENST00000293599	ENSCAFT00000013297
CELA1	ENST00000293636	ENSCAFT00000088427
SYCE2	ENST00000293695	ENSCAFT00000027081
IP6K3	ENST00000293756	ENSCAFT00000001841
LEMD2	ENST00000293760	ENSCAFT00000086780
ALOX15	ENST00000293761	ENSCAFT00000025277
ZNF653	ENST00000293771	ENSCAFT00000062072
MED11	ENST00000293777	ENSCAFT00000025184
CXCL16	ENST00000293778	ENSCAFT00000025177
CHRNE	ENST00000293780	ENSCAFT00000083466
BCL6B	ENST00000293805	ENSCAFT00000025314
TNFSF12	ENST00000293825	ENSCAFT00000071167
FGF11	ENST00000293829	ENSCAFT00000043171
EIF4A1	ENST00000293831	ENSCAFT00000091033
RPL26	ENST00000293842	ENSCAFT00000027030
CCDC42	ENST00000293845	ENSCAFT00000070644
PRSS33	ENST00000293851	ENSCAFT00000087058
POLR3K	ENST00000293860	ENSCAFT00000031350
LUC7L	ENST00000293872	ENSCAFT00000031307
WDR90	ENST00000293879	ENSCAFT00000084692
CCDC78	ENST00000293889	ENSCAFT00000085376
SOX8	ENST00000293894	ENSCAFT00000047694
CRAMP1	ENST00000293925	ENSCAFT00000022684
NTN3	ENST00000293973	ENSCAFT00000030773
FLYWCH2	ENST00000293981	ENSCAFT00000046469
SLX4	ENST00000294008	ENSCAFT00000030592
ADCY9	ENST00000294016	ENSCAFT00000044604
CLPB	ENST00000294053	ENSCAFT00000087463
MAP4K2	ENST00000294066	ENSCAFT00000022575
CYB561A3	ENST00000294072	ENSCAFT00000025670
GNG3	ENST00000294117	ENSCAFT00000023247
NCKIPSD	ENST00000294129	ENSCAFT00000066833
TAF6L	ENST00000294168	ENSCAFT00000024787
NXF1	ENST00000294172	ENSCAFT00000024759
STX5	ENST00000294179	ENSCAFT00000024637
SPINDOC	ENST00000294244	ENSCAFT00000023897
ZFPL1	ENST00000294258	ENSCAFT00000022171
CABP2	ENST00000294288	ENSCAFT00000018054
LRP5	ENST00000294304	ENSCAFT00000017340
TPCN2	ENST00000294309	ENSCAFT00000017062
FGF19	ENST00000294312	ENSCAFT00000017003
PDZK1IP1	ENST00000294338	ENSCAFT00000079263
TAL1	ENST00000294339	ENSCAFT00000006454
ZYG11B	ENST00000294353	ENSCAFT00000080124
CZIB	ENST00000294360	ENSCAFT00000036266
USP24	ENST00000294383	ENSCAFT00000030140
GMEB1	ENST00000294409	ENSCAFT00000018600
RHCE	ENST00000294413	ENSCAFT00000089380
RAVER2	ENST00000294428	ENSCAFT00000036664
RBP7	ENST00000294435	ENSCAFT00000031413
SLC25A34	ENST00000294454	ENSCAFT00000025639
DISP3	ENST00000294484	ENSCAFT00000026281
DRAXIN	ENST00000294485	ENSCAFT00000087557
LAPTM5	ENST00000294507	ENSCAFT00000017876
AZIN2	ENST00000294517	ENSCAFT00000082942
TMCO4	ENST00000294543	ENSCAFT00000024023
CCDC27	ENST00000294600	ENSCAFT00000030986
TM2D1	ENST00000294613	ENSCAFT00000066290
DOCK6	ENST00000294618	ENSCAFT00000042907
LHX8	ENST00000294638	ENSCAFT00000043981
GFI1	ENST00000294702	ENSCAFT00000075760
AGL	ENST00000294724	ENSCAFT00000031896
VCAM1	ENST00000294728	ENSCAFT00000031837
ZNF281	ENST00000294740	ENSCAFT00000017729
ZNF496	ENST00000294753	ENSCAFT00000016964
NCSTN	ENST00000294785	ENSCAFT00000064908
OLFML2B	ENST00000294794	ENSCAFT00000020753
LMX1A	ENST00000294816	ENSCAFT00000021142
LRRC52	ENST00000294818	ENSCAFT00000021186
FAM71A	ENST00000294829	ENSCAFT00000019591
TDRD5	ENST00000294848	ENSCAFT00000021935
RGSL1	ENST00000294854	ENSCAFT00000020800
PPP1R21	ENST00000294952	ENSCAFT00000036478
LHCGR	ENST00000294954	ENSCAFT00000004255
PKDCC	ENST00000294964	ENSCAFT00000044103
HAAO	ENST00000294973	ENSCAFT00000003833
IL24	ENST00000294984	ENSCAFT00000018189
CAPN2	ENST00000295006	ENSCAFT00000026024
MRPL55	ENST00000295008	ENSCAFT00000080723
REL	ENST00000295025	ENSCAFT00000004779
TRIM17	ENST00000295033	ENSCAFT00000001778
RFTN2	ENST00000295049	ENSCAFT00000017397
SPRTN	ENST00000295050	ENSCAFT00000018713
CAPN13	ENST00000295055	ENSCAFT00000008568
LRRTM1	ENST00000295057	ENSCAFT00000012896
MEMO1	ENST00000295065	ENSCAFT00000009195
DPY30	ENST00000295066	ENSCAFT00000009203
MAIP1	ENST00000295079	ENSCAFT00000017495
KCNF1	ENST00000295082	ENSCAFT00000005599
SLC66A3	ENST00000295083	ENSCAFT00000085243
ARL5A	ENST00000295087	ENSCAFT00000009300
LRATD1	ENST00000295092	ENSCAFT00000005868
ARHGAP15	ENST00000295095	ENSCAFT00000008823
KCNJ3	ENST00000295101	ENSCAFT00000014603
FRZB	ENST00000295113	ENSCAFT00000038680
NUP35	ENST00000295119	ENSCAFT00000046623
WDR92	ENST00000295121	ENSCAFT00000005218
CCDC138	ENST00000295124	ENSCAFT00000003135
ZSWIM2	ENST00000295131	ENSCAFT00000023376
FBXO41	ENST00000295133	ENSCAFT00000014048
WDCP	ENST00000295148	ENSCAFT00000035593
VSNL1	ENST00000295156	ENSCAFT00000087859
SLC16A14	ENST00000295190	ENSCAFT00000016955
ZNF514	ENST00000295208	ENSCAFT00000048125
SPATA18	ENST00000295213	ENSCAFT00000003181
KCNIP3	ENST00000295225	ENSCAFT00000064466
INHBB	ENST00000295228	ENSCAFT00000007793
HPGDS	ENST00000295256	ENSCAFT00000086265
STPG2	ENST00000295268	ENSCAFT00000071063
SLC9A4	ENST00000295269	ENSCAFT00000047526
CHAC2	ENST00000295304	ENSCAFT00000004309
TMOD4	ENST00000295314	ENSCAFT00000019896
IWS1	ENST00000295321	ENSCAFT00000007213
CDC42EP3	ENST00000295324	ENSCAFT00000009952
BMP10	ENST00000295379	ENSCAFT00000005241
MERTK	ENST00000295408	ENSCAFT00000049014
CCNYL1	ENST00000295414	ENSCAFT00000021473
FZD5	ENST00000295417	ENSCAFT00000021490
NPPC	ENST00000295440	ENSCAFT00000017709
GNPDA2	ENST00000295448	ENSCAFT00000077305
GABRG1	ENST00000295452	ENSCAFT00000002978
GABRB1	ENST00000295454	ENSCAFT00000002993
NIPAL1	ENST00000295461	ENSCAFT00000047021
HNRNPDL	ENST00000295470	ENSCAFT00000084418
HELQ	ENST00000295488	ENSCAFT00000044378
MRPS18C	ENST00000295491	ENSCAFT00000092650
GPR155	ENST00000295500	ENSCAFT00000021041
CLDN1	ENST00000295522	ENSCAFT00000047131
DCST1	ENST00000295542	ENSCAFT00000027105
COL6A3	ENST00000295550	ENSCAFT00000019411
TAFA4	ENST00000295569	ENSCAFT00000010604
POGLUT1	ENST00000295588	ENSCAFT00000045332
CCKAR	ENST00000295589	ENSCAFT00000061954
ATP1A1	ENST00000295598	ENSCAFT00000083807
PROK2	ENST00000295619	ENSCAFT00000087330
TEX55	ENST00000295622	ENSCAFT00000017293
LRRC58	ENST00000295628	ENSCAFT00000017741
FSTL1	ENST00000295633	ENSCAFT00000046671
RNPEP	ENST00000295640	ENSCAFT00000016772
PDCL2	ENST00000295645	ENSCAFT00000003403
TMEM169	ENST00000295658	ENSCAFT00000044359
IGFBP7	ENST00000295666	ENSCAFT00000003651
ARPC2	ENST00000295685	ENSCAFT00000023209
CCT3	ENST00000295688	ENSCAFT00000038656
TMEM79	ENST00000295694	ENSCAFT00000026648
SSR2	ENST00000295702	ENSCAFT00000026734
RNF25	ENST00000295704	ENSCAFT00000023635
STK36	ENST00000295709	ENSCAFT00000093416
PTPRN	ENST00000295718	ENSCAFT00000044916
CRYBA2	ENST00000295728	ENSCAFT00000023793
SLC4A7	ENST00000295736	ENSCAFT00000009058
EOMES	ENST00000295743	ENSCAFT00000043134
CIP2A	ENST00000295746	ENSCAFT00000048903
TGFBR2	ENST00000295754	ENSCAFT00000089756
TRAT1	ENST00000295756	ENSCAFT00000048025
HDAC11	ENST00000295757	ENSCAFT00000069519
GLB1L	ENST00000295759	ENSCAFT00000024125
FBLN2	ENST00000295760	ENSCAFT00000043118
TUBA1A	ENST00000295766	ENSCAFT00000013715
STT3B	ENST00000295770	ENSCAFT00000008731
SERPINI1	ENST00000295777	ENSCAFT00000065172
PRKCI	ENST00000295797	ENSCAFT00000023541
RETSAT	ENST00000295802	ENSCAFT00000012478
EIF5A2	ENST00000295822	ENSCAFT00000046382
EFHB	ENST00000295824	ENSCAFT00000043891
RPL22L1	ENST00000295830	ENSCAFT00000023727
FABP1	ENST00000295834	ENSCAFT00000011880
ABI2	ENST00000295851	ENSCAFT00000088812
CFAP44	ENST00000295868	ENSCAFT00000016874
SPICE1	ENST00000295872	ENSCAFT00000044261
CCDC191	ENST00000295878	ENSCAFT00000017106
NKX6-1	ENST00000295886	ENSCAFT00000014553
CDS1	ENST00000295887	ENSCAFT00000009719
WDFY3	ENST00000295888	ENSCAFT00000065696
COX18	ENST00000295890	ENSCAFT00000004743
SYNPR	ENST00000295894	ENSCAFT00000064870
THOC7	ENST00000295899	ENSCAFT00000035703
ATXN7	ENST00000295900	ENSCAFT00000067753
PRICKLE2	ENST00000295902	ENSCAFT00000061554
ERICH6	ENST00000295910	ENSCAFT00000013398
TIPARP	ENST00000295924	ENSCAFT00000014090
CCNL1	ENST00000295926	ENSCAFT00000014104
PTX3	ENST00000295927	ENSCAFT00000014125
RSRC1	ENST00000295930	ENSCAFT00000014152
HESX1	ENST00000295934	ENSCAFT00000012770
RPL9	ENST00000295955	ENSCAFT00000091960
FLNB	ENST00000295956	ENSCAFT00000012236
RPP14	ENST00000295959	ENSCAFT00000011829
ABHD6	ENST00000295962	ENSCAFT00000011854
RBM47	ENST00000295971	ENSCAFT00000069170
APBB2	ENST00000295974	ENSCAFT00000036067
IL17RC	ENST00000295981	ENSCAFT00000061502
SYN1	ENST00000295987	ENSCAFT00000024046
PCOLCE2	ENST00000295992	ENSCAFT00000049942
MTMR14	ENST00000296003	ENSCAFT00000008800
TTC14	ENST00000296015	ENSCAFT00000018293
PPBP	ENST00000296028	ENSCAFT00000048323
SHROOM3	ENST00000296043	ENSCAFT00000084279
CPA3	ENST00000296046	ENSCAFT00000071516
HPS3	ENST00000296051	ENSCAFT00000082158
TM4SF18	ENST00000296059	ENSCAFT00000013222
SNRK	ENST00000296088	ENSCAFT00000045811
ZNF502	ENST00000296091	ENSCAFT00000044381
TCF23	ENST00000296096	ENSCAFT00000046022
DNAJC5G	ENST00000296097	ENSCAFT00000048303
UCN	ENST00000296099	ENSCAFT00000035937
MRPL33	ENST00000296102	ENSCAFT00000071768
KIAA1143	ENST00000296121	ENSCAFT00000022429
PPP1CB	ENST00000296122	ENSCAFT00000083509
CDCP1	ENST00000296129	ENSCAFT00000022292
CLEC3B	ENST00000296130	ENSCAFT00000022297
LZTFL1	ENST00000296135	ENSCAFT00000022042
FYCO1	ENST00000296137	ENSCAFT00000022002
CCR1	ENST00000296140	ENSCAFT00000066110
RTP3	ENST00000296142	ENSCAFT00000021756
LRRC2	ENST00000296144	ENSCAFT00000021754
ELP6	ENST00000296149	ENSCAFT00000020913
DTX3L	ENST00000296161	ENSCAFT00000018969
ITGB5	ENST00000296181	ENSCAFT00000043921
NMNAT3	ENST00000296202	ENSCAFT00000073199
MEAF6	ENST00000296214	ENSCAFT00000005287
SNIP1	ENST00000296215	ENSCAFT00000005285
OSBPL11	ENST00000296220	ENSCAFT00000020146
KLF15	ENST00000296233	ENSCAFT00000006125
LIPH	ENST00000296252	ENSCAFT00000021022
RPN1	ENST00000296255	ENSCAFT00000006670
SENP2	ENST00000296257	ENSCAFT00000021067
RFC4	ENST00000296273	ENSCAFT00000021708
PBRM1	ENST00000296302	ENSCAFT00000072110
ARHGEF3	ENST00000296315	ENSCAFT00000012861
IL17RD	ENST00000296318	ENSCAFT00000012823
ZDHHC19	ENST00000296326	ENSCAFT00000020550
SLC51A	ENST00000296327	ENSCAFT00000020561
UBXN7	ENST00000296328	ENSCAFT00000020639
RUBCN	ENST00000296343	ENSCAFT00000020279
MELTF	ENST00000296350	ENSCAFT00000076910
OTOP1	ENST00000296358	ENSCAFT00000024815
S100P	ENST00000296370	ENSCAFT00000022770
CLDN19	ENST00000296387	ENSCAFT00000004009
P3H1	ENST00000296388	ENSCAFT00000003998
METAP1	ENST00000296411	ENSCAFT00000016381
ADH5	ENST00000296412	ENSCAFT00000016558
EMCN	ENST00000296420	ENSCAFT00000088836
SLC9B1	ENST00000296422	ENSCAFT00000038386
BDH2	ENST00000296424	ENSCAFT00000017194
PGRMC2	ENST00000296425	ENSCAFT00000038671
FBXW12	ENST00000296438	ENSCAFT00000020438
PLXNB1	ENST00000296440	ENSCAFT00000020240
SHISA5	ENST00000296444	ENSCAFT00000068119
BSN	ENST00000296452	ENSCAFT00000074391
APEH	ENST00000296456	ENSCAFT00000018181
HSPA4L	ENST00000296464	ENSCAFT00000006283
MFSD8	ENST00000296468	ENSCAFT00000006212
MST1R	ENST00000296474	ENSCAFT00000036013
POC1A	ENST00000296484	ENSCAFT00000015650
ETNPPL	ENST00000296486	ENSCAFT00000048808
PPM1M	ENST00000296487	ENSCAFT00000015657
PRSS12	ENST00000296498	ENSCAFT00000037270
NDST3	ENST00000296499	ENSCAFT00000079311
HMGB2	ENST00000296503	ENSCAFT00000012535
SAP30	ENST00000296504	ENSCAFT00000012542
SCRG1	ENST00000296506	ENSCAFT00000012543
ANXA5	ENST00000296511	ENSCAFT00000006664
ADAD1	ENST00000296513	ENSCAFT00000062608
GUCY1A1	ENST00000296518	ENSCAFT00000013544
CEP44	ENST00000296519	ENSCAFT00000067283
HPGD	ENST00000296522	ENSCAFT00000012601
ASB5	ENST00000296525	ENSCAFT00000013387
TMEM144	ENST00000296529	ENSCAFT00000064413
GASK1B	ENST00000296530	ENSCAFT00000045012
NPY1R	ENST00000296533	ENSCAFT00000013961
NAA15	ENST00000296543	ENSCAFT00000005993
IL15	ENST00000296545	ENSCAFT00000005832
DCLK2	ENST00000296550	ENSCAFT00000012560
ICE1	ENST00000296564	ENSCAFT00000016464
HHIP	ENST00000296575	ENSCAFT00000012110
ABCE1	ENST00000296577	ENSCAFT00000012170
LSM6	ENST00000296581	ENSCAFT00000079487
TMEM184C	ENST00000296582	ENSCAFT00000012411
ITGA2	ENST00000296585	ENSCAFT00000029260
SLC45A2	ENST00000296589	ENSCAFT00000062205
EDIL3	ENST00000296591	ENSCAFT00000013454
TMEM161B	ENST00000296595	ENSCAFT00000073443
NDUFAF2	ENST00000296597	ENSCAFT00000011474
LMBRD2	ENST00000296603	ENSCAFT00000029736
RANBP3L	ENST00000296604	ENSCAFT00000046391
STARD4	ENST00000296632	ENSCAFT00000064108
F2RL2	ENST00000296641	ENSCAFT00000014792
ANKRD33B	ENST00000296657	ENSCAFT00000075080
CMBL	ENST00000296658	ENSCAFT00000015999
PRRC1	ENST00000296666	ENSCAFT00000078930
RPS23	ENST00000296674	ENSCAFT00000043903
F2RL1	ENST00000296677	ENSCAFT00000014742
WDR41	ENST00000296679	ENSCAFT00000048571
NDUFS4	ENST00000296684	ENSCAFT00000056272
SCGB3A2	ENST00000296694	ENSCAFT00000010719
SPINK1	ENST00000296695	ENSCAFT00000010715
TCERG1	ENST00000296702	ENSCAFT00000047159
AFAP1L1	ENST00000296721	ENSCAFT00000077941
TIGD6	ENST00000296736	ENSCAFT00000028968
SPZ1	ENST00000296739	ENSCAFT00000014050
ENPP6	ENST00000296741	ENSCAFT00000080704
MAP1B	ENST00000296755	ENSCAFT00000012709
TMEM174	ENST00000296776	ENSCAFT00000013034
CARTPT	ENST00000296777	ENSCAFT00000048241
TENT2	ENST00000296783	ENSCAFT00000014375
ANKRA2	ENST00000296785	ENSCAFT00000035905
UBLCP1	ENST00000296786	ENSCAFT00000027389
UTP15	ENST00000296792	ENSCAFT00000013108
TLR3	ENST00000296795	ENSCAFT00000080550
GFM2	ENST00000296805	ENSCAFT00000013183
CCDC127	ENST00000296824	ENSCAFT00000017573
NKD2	ENST00000296849	ENSCAFT00000017218
ADGRF2	ENST00000296862	ENSCAFT00000048418
IL3	ENST00000296870	ENSCAFT00000001280
CSF2	ENST00000296871	ENSCAFT00000036668
LEAP2	ENST00000296877	ENSCAFT00000072327
GJB7	ENST00000296882	ENSCAFT00000038188
TLX3	ENST00000296921	ENSCAFT00000026773
NPM1	ENST00000296930	ENSCAFT00000026771
TBXT	ENST00000296946	ENSCAFT00000080786
CREBRF	ENST00000296953	ENSCAFT00000060042
TMEM200A	ENST00000296978	ENSCAFT00000001710
IL22RA2	ENST00000296980	ENSCAFT00000000408
H2AC1	ENST00000297012	ENSCAFT00000037556
SCIN	ENST00000297029	ENSCAFT00000084234
DAGLB	ENST00000297056	ENSCAFT00000024923
KIAA0895	ENST00000297063	ENSCAFT00000005188
TRA2A	ENST00000297071	ENSCAFT00000004456
GALNT10	ENST00000297107	ENSCAFT00000082503
SAP30L	ENST00000297109	ENSCAFT00000027976
MYOZ3	ENST00000297130	ENSCAFT00000028745
NEUROD6	ENST00000297142	ENSCAFT00000005020
BMT2	ENST00000297145	ENSCAFT00000044822
GPR85	ENST00000297146	ENSCAFT00000005336
SLU7	ENST00000297151	ENSCAFT00000027355
CAMLG	ENST00000297156	ENSCAFT00000043968
RP9	ENST00000297157	ENSCAFT00000005081
BMPER	ENST00000297161	ENSCAFT00000005098
RELL2	ENST00000297164	ENSCAFT00000010006
HSPA9	ENST00000297185	ENSCAFT00000002001
SLC29A4	ENST00000297195	ENSCAFT00000025470
TEX47	ENST00000297203	ENSCAFT00000002938
SYTL3	ENST00000297239	ENSCAFT00000001014
SHH	ENST00000297261	ENSCAFT00000067884
CHMP4C	ENST00000297265	ENSCAFT00000013501
FNDC1	ENST00000297267	ENSCAFT00000093326
COL1A2	ENST00000297268	ENSCAFT00000031580
CASD1	ENST00000297273	ENSCAFT00000003314
PGAM2	ENST00000297283	ENSCAFT00000081693
BRI3	ENST00000297290	ENSCAFT00000024374
LMTK2	ENST00000297293	ENSCAFT00000093525
RGS20	ENST00000297313	ENSCAFT00000064363
SOX17	ENST00000297316	ENSCAFT00000042954
ADCY1	ENST00000297323	ENSCAFT00000019469
SUN3	ENST00000297325	ENSCAFT00000070737
RAD21	ENST00000297338	ENSCAFT00000001286
MED30	ENST00000297347	ENSCAFT00000001288
TNFRSF11B	ENST00000297350	ENSCAFT00000001305
SBSPON	ENST00000297354	ENSCAFT00000039873
PHKG1	ENST00000297373	ENSCAFT00000016154
KCNV1	ENST00000297404	ENSCAFT00000001149
CSMD3	ENST00000297405	ENSCAFT00000001238
SPIDR	ENST00000297423	ENSCAFT00000046137
ORC5	ENST00000297431	ENSCAFT00000006657
OSGIN2	ENST00000297438	ENSCAFT00000044251
DEFB1	ENST00000297439	ENSCAFT00000038857
DNAAF5	ENST00000297440	ENSCAFT00000067926
TMEM74	ENST00000297459	ENSCAFT00000001114
GPR146	ENST00000297468	ENSCAFT00000018692
GPER1	ENST00000297469	ENSCAFT00000018698
TMEM184A	ENST00000297477	ENSCAFT00000026117
NOS3	ENST00000297494	ENSCAFT00000091114
SPAG11B	ENST00000297498	ENSCAFT00000013580
ABCB8	ENST00000297504	ENSCAFT00000007562
MICALL2	ENST00000297508	ENSCAFT00000002246
FASTK	ENST00000297532	ENSCAFT00000080463
TMUB1	ENST00000297533	ENSCAFT00000007641
FMC1	ENST00000297534	ENSCAFT00000074880
PHAX	ENST00000297540	ENSCAFT00000000909
OSR2	ENST00000297565	ENSCAFT00000000778
BAALC	ENST00000297574	ENSCAFT00000046401
SLC25A32	ENST00000297578	ENSCAFT00000068141
DCSTAMP	ENST00000297581	ENSCAFT00000001043
VIRMA	ENST00000297591	ENSCAFT00000014718
GEM	ENST00000297596	ENSCAFT00000048850
PDP1	ENST00000297598	ENSCAFT00000014520
MYORG	ENST00000297625	ENSCAFT00000047362
TMEM65	ENST00000297632	ENSCAFT00000072463
HSD3B7	ENST00000297679	ENSCAFT00000026560
NFIL3	ENST00000297689	ENSCAFT00000003407
ZMAT4	ENST00000297737	ENSCAFT00000090950
CPA6	ENST00000297770	ENSCAFT00000012117
TMC1	ENST00000297784	ENSCAFT00000002833
ALDH1A1	ENST00000297785	ENSCAFT00000002823
CCDC136	ENST00000297788	ENSCAFT00000043917
KIF27	ENST00000297814	ENSCAFT00000002195
SSMEM1	ENST00000297819	ENSCAFT00000002328
COL14A1	ENST00000297848	ENSCAFT00000073925
METTL27	ENST00000297873	ENSCAFT00000077535
SYTL5	ENST00000297875	ENSCAFT00000022158
VEGFD	ENST00000297904	ENSCAFT00000018967
WNK2	ENST00000297954	ENSCAFT00000042749
HDX	ENST00000297977	ENSCAFT00000027535
NOL6	ENST00000297990	ENSCAFT00000002968
TRMT10B	ENST00000297994	ENSCAFT00000046016
ARMC3	ENST00000298032	ENSCAFT00000063523
MELK	ENST00000298048	ENSCAFT00000003657
DEUP1	ENST00000298050	ENSCAFT00000061222
HECTD2	ENST00000298068	ENSCAFT00000011650
FBXO33	ENST00000298097	ENSCAFT00000022086
GPR101	ENST00000298110	ENSCAFT00000030127
LRFN5	ENST00000298119	ENSCAFT00000074466
LRRC18	ENST00000298124	ENSCAFT00000010647
WDFY2	ENST00000298125	ENSCAFT00000006873
WRN	ENST00000298139	ENSCAFT00000010395
CFL2	ENST00000298159	ENSCAFT00000049689
PGM2L1	ENST00000298198	ENSCAFT00000008889
INPPL1	ENST00000298229	ENSCAFT00000009283
PHOX2A	ENST00000298231	ENSCAFT00000066434
CRYL1	ENST00000298248	ENSCAFT00000011676
HEPACAM	ENST00000298251	ENSCAFT00000017511
PCF11	ENST00000298281	ENSCAFT00000007424
PKNOX2	ENST00000298282	ENSCAFT00000017377
RPL10L	ENST00000298283	ENSCAFT00000022457
LRR1	ENST00000298288	ENSCAFT00000022500
RPL36AL	ENST00000298289	ENSCAFT00000018125
DEPP1	ENST00000298295	ENSCAFT00000011244
ZNF22	ENST00000298299	ENSCAFT00000043661
KLHDC2	ENST00000298307	ENSCAFT00000022569
NEMF	ENST00000298310	ENSCAFT00000022576
ARF6	ENST00000298316	ENSCAFT00000089002
RPUSD4	ENST00000298317	ENSCAFT00000035707
TMEM63C	ENST00000298351	ENSCAFT00000027185
NGB	ENST00000298352	ENSCAFT00000027186
TRIM9	ENST00000298355	ENSCAFT00000023202
AKR1E2	ENST00000298375	ENSCAFT00000048696
RXFP2	ENST00000298386	ENSCAFT00000060861
SEC61A2	ENST00000298428	ENSCAFT00000093145
OXGR1	ENST00000298440	ENSCAFT00000008890
SOHLH1	ENST00000298466	ENSCAFT00000043567
SLC18A2	ENST00000298472	ENSCAFT00000018998
ABRAXAS2	ENST00000298492	ENSCAFT00000020236
PRDX3	ENST00000298510	ENSCAFT00000019227
CLEC1B	ENST00000298527	ENSCAFT00000021464
SNAPC4	ENST00000298532	ENSCAFT00000047346
FRMD7	ENST00000298542	ENSCAFT00000045785
AK8	ENST00000298545	ENSCAFT00000031638
TSC1	ENST00000298552	ENSCAFT00000031635
HPRT1	ENST00000298556	ENSCAFT00000045759
KIAA1191	ENST00000298569	ENSCAFT00000026447
DUSP16	ENST00000298573	ENSCAFT00000021104
ZMYND19	ENST00000298585	ENSCAFT00000030838
STOX1	ENST00000298596	ENSCAFT00000021852
JAKMIP3	ENST00000298622	ENSCAFT00000044991
STK32C	ENST00000298630	ENSCAFT00000017677
OR4K2	ENST00000298642	ENSCAFT00000022383
SLC39A2	ENST00000298681	ENSCAFT00000036505
NDRG2	ENST00000298687	ENSCAFT00000093492
ARHGEF40	ENST00000298694	ENSCAFT00000008831
PPP1R36	ENST00000298705	ENSCAFT00000025439
METTL3	ENST00000298717	ENSCAFT00000009106
ERICH6B	ENST00000298738	ENSCAFT00000007286
GAS1	ENST00000298743	ENSCAFT00000035676
TRUB1	ENST00000298746	ENSCAFT00000018547
WAPL	ENST00000298767	ENSCAFT00000025316
SHLD2	ENST00000298784	ENSCAFT00000092098
ARHGAP42	ENST00000298815	ENSCAFT00000083233
TTLL5	ENST00000298832	ENSCAFT00000027063
PACSIN3	ENST00000298838	ENSCAFT00000014094
SERPINA4	ENST00000298841	ENSCAFT00000028025
RAPSN	ENST00000298854	ENSCAFT00000013802
CPSF2	ENST00000298875	ENSCAFT00000017381
CAPRIN2	ENST00000298892	ENSCAFT00000017060
LRRK2	ENST00000298910	ENSCAFT00000015801
CLMN	ENST00000298912	ENSCAFT00000028086
