WNK2	ENST00000297954	ENSCAFT00000042749
ADSS1	ENST00000330877	ENSCAFT00000029139
ZNF384	ENST00000361959	ENSCAFT00000023420
GIMAP1	ENST00000307194	ENSCAFT00000007373
PTAFR	ENST00000305392	ENSCAFT00000018894
ACSL3	ENST00000357430	ENSCAFT00000044824
PEX14	ENST00000356607	ENSCAFT00000026576
HTR2A	ENST00000378688	ENSCAFT00000068633
ECH1	ENST00000221418	ENSCAFT00000009118
LAMB4	ENST00000205386	ENSCAFT00000065428
RPS14	ENST00000312037	ENSCAFT00000028750
ZIC3	ENST00000287538	ENSCAFT00000030141
EIF4E3	ENST00000425534	ENSCAFT00000048967
YOD1	ENST00000315927	ENSCAFT00000018294
CALCOCO2	ENST00000258947	ENSCAFT00000026722
C1QTNF2	ENST00000393975	ENSCAFT00000043580
PNLIPRP3	ENST00000369230	ENSCAFT00000066631
RSU1	ENST00000345264	ENSCAFT00000007396
NUP62CL	ENST00000372466	ENSCAFT00000028523
DFFA	ENST00000377038	ENSCAFT00000026570
FRMD3	ENST00000304195	ENSCAFT00000085021
PPP1R17	ENST00000342032	ENSCAFT00000075708
LRRTM1	ENST00000295057	ENSCAFT00000012896
EXD1	ENST00000314992	ENSCAFT00000015106
PHTF1	ENST00000369604	ENSCAFT00000014659
GDF5	ENST00000374369	ENSCAFT00000012802
CYP39A1	ENST00000275016	ENSCAFT00000071013
PTP4A3	ENST00000329397	ENSCAFT00000091328
UBE2Z	ENST00000360943	ENSCAFT00000026738
CRYBA2	ENST00000295728	ENSCAFT00000023793
PFN2	ENST00000239940	ENSCAFT00000013309
SOCS1	ENST00000332029	ENSCAFT00000030021
DMAC2L	ENST00000311459	ENSCAFT00000022703
SCRN1	ENST00000242059	ENSCAFT00000004895
FOXA1	ENST00000250448	ENSCAFT00000021805
BRI3	ENST00000297290	ENSCAFT00000024374
SLC7A5	ENST00000261622	ENSCAFT00000031663
UCHL1	ENST00000284440	ENSCAFT00000089089
MRPL34	ENST00000252602	ENSCAFT00000048547
SUPT5H	ENST00000432763	ENSCAFT00000078380
LRP4	ENST00000378623	ENSCAFT00000047302
CMTR1	ENST00000373451	ENSCAFT00000002301
EML4	ENST00000318522	ENSCAFT00000080241
CNR2	ENST00000374472	ENSCAFT00000020728
GATA2	ENST00000341105	ENSCAFT00000006644
SH3BGRL2	ENST00000369838	ENSCAFT00000004514
JAG1	ENST00000254958	ENSCAFT00000009074
ZDHHC24	ENST00000310442	ENSCAFT00000019975
AAR2	ENST00000320849	ENSCAFT00000013392
LRRC52	ENST00000294818	ENSCAFT00000021186
RNPS1	ENST00000301730	ENSCAFT00000030839
FASN	ENST00000306749	ENSCAFT00000009737
KLF10	ENST00000285407	ENSCAFT00000000985
NAP1L5	ENST00000323061	ENSCAFT00000015566
SF3B4	ENST00000271628	ENSCAFT00000018450
MORF4L1	ENST00000331268	ENSCAFT00000022421
RPS6KA6	ENST00000262752	ENSCAFT00000027526
MTMR12	ENST00000382142	ENSCAFT00000030022
DDX21	ENST00000354185	ENSCAFT00000021901
DRAM1	ENST00000258534	ENSCAFT00000083813
GDPD1	ENST00000284116	ENSCAFT00000027898
KCTD8	ENST00000360029	ENSCAFT00000002883
MT-ND4	ENST00000361381	ENSCAFT00000034842
ADCY6	ENST00000307885	ENSCAFT00000044433
RSPH9	ENST00000372163	ENSCAFT00000038133
NUCKS1	ENST00000367142	ENSCAFT00000016150
SLITRK5	ENST00000325089	ENSCAFT00000008533
TNFRSF13C	ENST00000291232	ENSCAFT00000001546
TOP2A	ENST00000423485	ENSCAFT00000046104
SLC15A4	ENST00000266771	ENSCAFT00000091538
KCNK9	ENST00000303015	ENSCAFT00000001826
C16orf96	ENST00000444310	ENSCAFT00000048346
FGF16	ENST00000439435	ENSCAFT00000047376
DCAKD	ENST00000310604	ENSCAFT00000045318
NXN	ENST00000336868	ENSCAFT00000030294
JAM2	ENST00000480456	ENSCAFT00000038891
RPRML	ENST00000322329	ENSCAFT00000042866
SLC6A8	ENST00000253122	ENSCAFT00000030544
THOC1	ENST00000261600	ENSCAFT00000029114
ZHX3	ENST00000309060	ENSCAFT00000014472
FAM171A2	ENST00000293443	ENSCAFT00000043620
GRIK4	ENST00000438375	ENSCAFT00000087209
MED4	ENST00000258648	ENSCAFT00000007168
ZBTB37	ENST00000367701	ENSCAFT00000023042
LIX1L	ENST00000604000	ENSCAFT00000018074
PCSK4	ENST00000300954	ENSCAFT00000031021
AQP6	ENST00000315520	ENSCAFT00000013289
ZNF25	ENST00000302609	ENSCAFT00000070094
NUP93	ENST00000308159	ENSCAFT00000014471
GHR	ENST00000230882	ENSCAFT00000073945
IL15	ENST00000296545	ENSCAFT00000005832
HIRA	ENST00000263208	ENSCAFT00000069405
PSRC1	ENST00000409138	ENSCAFT00000091929
ELL3	ENST00000319359	ENSCAFT00000021180
KCNQ2	ENST00000359125	ENSCAFT00000084984
NDUFB4	ENST00000184266	ENSCAFT00000017807
KRT85	ENST00000257901	ENSCAFT00000011662
UAP1	ENST00000271469	ENSCAFT00000074333
METTL22	ENST00000381920	ENSCAFT00000030243
KHDRBS1	ENST00000327300	ENSCAFT00000017162
ALDH8A1	ENST00000265605	ENSCAFT00000000353
CAPN7	ENST00000253693	ENSCAFT00000009729
LHPP	ENST00000368842	ENSCAFT00000091540
KLF15	ENST00000296233	ENSCAFT00000006125
RUFY3	ENST00000226328	ENSCAFT00000088880
LDHD	ENST00000300051	ENSCAFT00000085396
SCEL	ENST00000349847	ENSCAFT00000008343
LPCAT3	ENST00000261407	ENSCAFT00000022906
SLC46A2	ENST00000374228	ENSCAFT00000004918
LINS1	ENST00000314742	ENSCAFT00000073171
RAB25	ENST00000361084	ENSCAFT00000026699
MASTL	ENST00000375940	ENSCAFT00000007043
UNC119	ENST00000335765	ENSCAFT00000029702
GSTO2	ENST00000338595	ENSCAFT00000074354
FAM222A	ENST00000358906	ENSCAFT00000049208
TWSG1	ENST00000262120	ENSCAFT00000075592
ABAT	ENST00000268251	ENSCAFT00000093634
USP48	ENST00000308271	ENSCAFT00000078982
NDUFA9	ENST00000266544	ENSCAFT00000086225
SERPIND1	ENST00000215727	ENSCAFT00000024253
TBX2	ENST00000240328	ENSCAFT00000049492
ATCAY	ENST00000450849	ENSCAFT00000030407
SCGN	ENST00000377961	ENSCAFT00000016776
TMEM45B	ENST00000281441	ENSCAFT00000016219
RIF1	ENST00000243326	ENSCAFT00000009138
LRRC1	ENST00000370888	ENSCAFT00000049592
GAL3ST1	ENST00000338911	ENSCAFT00000045331
FAM200B	ENST00000422728	ENSCAFT00000057013
PPP2R1B	ENST00000527614	ENSCAFT00000022537
RAB2B	ENST00000397762	ENSCAFT00000083564
STX12	ENST00000373943	ENSCAFT00000019094
GRM3	ENST00000361669	ENSCAFT00000046641
SLC9A6	ENST00000370698	ENSCAFT00000030043
WASHC1	ENST00000442898	ENSCAFT00000078699
TOP2B	ENST00000264331	ENSCAFT00000082785
TRIB3	ENST00000217233	ENSCAFT00000011176
PDZD9	ENST00000424898	ENSCAFT00000028150
ARL14EPL	ENST00000601302	ENSCAFT00000000312
SFRP5	ENST00000266066	ENSCAFT00000014708
FOXO1	ENST00000379561	ENSCAFT00000009632
GRP	ENST00000256857	ENSCAFT00000000157
CACNA1S	ENST00000362061	ENSCAFT00000081666
RIOK2	ENST00000283109	ENSCAFT00000012382
GIPR	ENST00000590918	ENSCAFT00000007086
MYOZ3	ENST00000297130	ENSCAFT00000028745
CFAP36	ENST00000349456	ENSCAFT00000004544
ILDR1	ENST00000344209	ENSCAFT00000018642
UBE2E2	ENST00000396703	ENSCAFT00000048578
VPS13A	ENST00000360280	ENSCAFT00000048812
ZFC3H1	ENST00000378743	ENSCAFT00000000728
PNPLA4	ENST00000381042	ENSCAFT00000049677
PCNX1	ENST00000304743	ENSCAFT00000066523
MANEAL	ENST00000373045	ENSCAFT00000005223
WFIKKN2	ENST00000311378	ENSCAFT00000027278
GABRG2	ENST00000361925	ENSCAFT00000027291
SF3B5	ENST00000367569	ENSCAFT00000049702
FAM78A	ENST00000372271	ENSCAFT00000048028
SLC30A7	ENST00000357650	ENSCAFT00000031830
STK10	ENST00000176763	ENSCAFT00000064484
IGFBP5	ENST00000233813	ENSCAFT00000022995
CNEP1R1	ENST00000427478	ENSCAFT00000042980
TBC1D32	ENST00000398212	ENSCAFT00000077084
CRX	ENST00000221996	ENSCAFT00000006519
GUCY1A1	ENST00000296518	ENSCAFT00000013544
CYP26B1	ENST00000001146	ENSCAFT00000014311
AP2A2	ENST00000448903	ENSCAFT00000083847
GRM2	ENST00000395052	ENSCAFT00000016044
KLRG1	ENST00000266551	ENSCAFT00000046543
SH3GLB1	ENST00000370558	ENSCAFT00000081559
WWP1	ENST00000265428	ENSCAFT00000080048
PNPLA3	ENST00000216180	ENSCAFT00000001387
RIOK1	ENST00000379834	ENSCAFT00000015188
FARSB	ENST00000281828	ENSCAFT00000025570
ELAVL2	ENST00000380117	ENSCAFT00000071854
TGFB1	ENST00000221930	ENSCAFT00000008059
IL12A	ENST00000305579	ENSCAFT00000022543
ABCC10	ENST00000372530	ENSCAFT00000002921
LIN28B	ENST00000345080	ENSCAFT00000092493
NOVA2	ENST00000263257	ENSCAFT00000006989
CCDC68	ENST00000337363	ENSCAFT00000000233
FSCN1	ENST00000382361	ENSCAFT00000076284
CTNS	ENST00000046640	ENSCAFT00000079479
DPF3	ENST00000556509	ENSCAFT00000079921
LAPTM4A	ENST00000175091	ENSCAFT00000006160
KNSTRN	ENST00000249776	ENSCAFT00000014479
ATP5F1D	ENST00000215375	ENSCAFT00000090900
YEATS4	ENST00000247843	ENSCAFT00000000678
SPATA3	ENST00000424440	ENSCAFT00000068362
TLR7	ENST00000380659	ENSCAFT00000093895
FCRL1	ENST00000368176	ENSCAFT00000026072
APOA1	ENST00000236850	ENSCAFT00000021138
RICTOR	ENST00000357387	ENSCAFT00000029593
CPSF6	ENST00000435070	ENSCAFT00000000672
ILRUN	ENST00000374023	ENSCAFT00000063130
KHDRBS3	ENST00000355849	ENSCAFT00000066940
UBR5	ENST00000520539	ENSCAFT00000000972
PLEKHG6	ENST00000011684	ENSCAFT00000039538
DAB2IP	ENST00000408936	ENSCAFT00000091464
ST6GALNAC1	ENST00000156626	ENSCAFT00000076647
ZNF565	ENST00000355114	ENSCAFT00000074138
EMB	ENST00000303221	ENSCAFT00000068195
PRDM8	ENST00000339711	ENSCAFT00000014093
XYLT2	ENST00000017003	ENSCAFT00000026966
AK9	ENST00000424296	ENSCAFT00000006176
SUSD3	ENST00000375472	ENSCAFT00000003571
TNKS2	ENST00000371627	ENSCAFT00000011703
GRAMD1A	ENST00000317991	ENSCAFT00000066435
CDC42SE1	ENST00000357235	ENSCAFT00000019676
CNNM2	ENST00000369878	ENSCAFT00000016424
PDSS1	ENST00000376215	ENSCAFT00000006952
STAB1	ENST00000321725	ENSCAFT00000014824
FAS	ENST00000355740	ENSCAFT00000024887
MEIS2	ENST00000561208	ENSCAFT00000013569
TTC13	ENST00000366661	ENSCAFT00000018972
CKAP2L	ENST00000302450	ENSCAFT00000068694
TESK1	ENST00000336395	ENSCAFT00000003265
TMEM270	ENST00000320531	ENSCAFT00000019822
THOC7	ENST00000295899	ENSCAFT00000035703
IL12RB2	ENST00000262345	ENSCAFT00000029433
FKBP2	ENST00000309366	ENSCAFT00000077022
KIF22	ENST00000160827	ENSCAFT00000026854
MXD4	ENST00000337190	ENSCAFT00000061609
WDR83OS	ENST00000596731	ENSCAFT00000027319
AATF	ENST00000619387	ENSCAFT00000048352
TTC7B	ENST00000328459	ENSCAFT00000045213
UBQLN4	ENST00000368309	ENSCAFT00000026726
NSUN7	ENST00000381782	ENSCAFT00000025188
EREG	ENST00000244869	ENSCAFT00000046612
PIGK	ENST00000370812	ENSCAFT00000048915
LMBRD1	ENST00000370577	ENSCAFT00000035839
TLN2	ENST00000306829	ENSCAFT00000026798
CLDN8	ENST00000399899	ENSCAFT00000014017
CD320	ENST00000301458	ENSCAFT00000063322
TSPYL1	ENST00000368608	ENSCAFT00000036671
DNMBP	ENST00000324109	ENSCAFT00000090232
LMAN2L	ENST00000264963	ENSCAFT00000049515
TAAR5	ENST00000258034	ENSCAFT00000000296
INSR	ENST00000302850	ENSCAFT00000049285
MPRIP	ENST00000341712	ENSCAFT00000069374
NDST2	ENST00000299641	ENSCAFT00000093950
P3H1	ENST00000296388	ENSCAFT00000003998
ASH1L	ENST00000368346	ENSCAFT00000026816
SRSF1	ENST00000258962	ENSCAFT00000027630
TUBB1	ENST00000217133	ENSCAFT00000073200
ARID4B	ENST00000264183	ENSCAFT00000018209
EHF	ENST00000257831	ENSCAFT00000060595
NEXN	ENST00000334785	ENSCAFT00000063462
TMEM238	ENST00000444469	ENSCAFT00000037904
FSHR	ENST00000406846	ENSCAFT00000069633
ANKMY2	ENST00000306999	ENSCAFT00000003824
HARBI1	ENST00000326737	ENSCAFT00000014604
INCA1	ENST00000574617	ENSCAFT00000049221
LONP1	ENST00000360614	ENSCAFT00000029820
NPDC1	ENST00000371601	ENSCAFT00000031030
CACNG8	ENST00000270458	ENSCAFT00000048132
TASOR2	ENST00000328090	ENSCAFT00000008426
TBX19	ENST00000367821	ENSCAFT00000065336
ARV1	ENST00000310256	ENSCAFT00000018897
PSMD11	ENST00000261712	ENSCAFT00000029207
CALCR	ENST00000359558	ENSCAFT00000078827
ARPC5L	ENST00000259477	ENSCAFT00000043402
FAM166C	ENST00000329615	ENSCAFT00000047720
DPEP2	ENST00000393847	ENSCAFT00000044870
BNIP2	ENST00000607373	ENSCAFT00000093713
OTULIN	ENST00000284274	ENSCAFT00000092364
GYPA	ENST00000360771	ENSCAFT00000042981
EEF1D	ENST00000317198	ENSCAFT00000070227
MFSD5	ENST00000329548	ENSCAFT00000011278
POFUT1	ENST00000375749	ENSCAFT00000011540
BCKDHB	ENST00000320393	ENSCAFT00000004556
EVA1B	ENST00000270824	ENSCAFT00000047948
EPYC	ENST00000261172	ENSCAFT00000009916
PSD2	ENST00000274710	ENSCAFT00000075685
MARCHF1	ENST00000274056	ENSCAFT00000060682
UEVLD	ENST00000396197	ENSCAFT00000014837
IGSF8	ENST00000314485	ENSCAFT00000079402
B4GAT1	ENST00000311181	ENSCAFT00000020261
SCN11A	ENST00000302328	ENSCAFT00000047954
PHEX	ENST00000379374	ENSCAFT00000021157
SLC35F5	ENST00000245680	ENSCAFT00000008023
RPP14	ENST00000295959	ENSCAFT00000011829
SERTM1	ENST00000315190	ENSCAFT00000009985
VCAN	ENST00000265077	ENSCAFT00000013618
EGFL6	ENST00000361306	ENSCAFT00000045196
PHACTR3	ENST00000371015	ENSCAFT00000036705
REN	ENST00000272190	ENSCAFT00000088123
SAA1	ENST00000356524	ENSCAFT00000048753
ARL14EP	ENST00000282032	ENSCAFT00000046478
CTXN1	ENST00000318978	ENSCAFT00000000477
ALDH1L2	ENST00000258494	ENSCAFT00000067045
CHRM2	ENST00000320658	ENSCAFT00000005392
IL16	ENST00000302987	ENSCAFT00000021964
FAM110B	ENST00000361488	ENSCAFT00000011354
DUS4L	ENST00000265720	ENSCAFT00000006298
PASD1	ENST00000370357	ENSCAFT00000044175
SYT4	ENST00000255224	ENSCAFT00000028049
CCL5	ENST00000603197	ENSCAFT00000066036
SAMD14	ENST00000330175	ENSCAFT00000042829
HIP1	ENST00000336926	ENSCAFT00000021231
TLCD2	ENST00000330676	ENSCAFT00000049778
UBE2O	ENST00000319380	ENSCAFT00000008179
CD47	ENST00000361309	ENSCAFT00000072338
COMMD9	ENST00000263401	ENSCAFT00000010987
HNMT	ENST00000280097	ENSCAFT00000008347
DEPTOR	ENST00000286234	ENSCAFT00000001377
ALAS1	ENST00000310271	ENSCAFT00000015704
EIF2AK3	ENST00000303236	ENSCAFT00000011840
TOMM40L	ENST00000367987	ENSCAFT00000020488
IPP	ENST00000396478	ENSCAFT00000086109
ARHGEF4	ENST00000326016	ENSCAFT00000006766
BTBD17	ENST00000375366	ENSCAFT00000007324
MYSM1	ENST00000472487	ENSCAFT00000030014
R3HDM4	ENST00000361574	ENSCAFT00000061381
ASPM	ENST00000367409	ENSCAFT00000018114
CTRL	ENST00000574481	ENSCAFT00000032386
LRRC29	ENST00000393992	ENSCAFT00000047101
COPA	ENST00000241704	ENSCAFT00000019919
MILR1	ENST00000615220	ENSCAFT00000018628
PANX3	ENST00000284288	ENSCAFT00000017849
FGFBP3	ENST00000311575	ENSCAFT00000011705
GNGT2	ENST00000300406	ENSCAFT00000026769
MRPL32	ENST00000223324	ENSCAFT00000005634
TMEM50A	ENST00000374358	ENSCAFT00000020451
TMC6	ENST00000322914	ENSCAFT00000008492
TTC6	ENST00000267368	ENSCAFT00000038993
KLHL11	ENST00000319121	ENSCAFT00000042910
ZNF385A	ENST00000338010	ENSCAFT00000048769
C2CD6	ENST00000286195	ENSCAFT00000045732
ST8SIA6	ENST00000377602	ENSCAFT00000082560
PISD	ENST00000439502	ENSCAFT00000020994
GPRIN3	ENST00000333209	ENSCAFT00000015661
TBC1D7	ENST00000356436	ENSCAFT00000082913
GANC	ENST00000318010	ENSCAFT00000016062
ANO8	ENST00000159087	ENSCAFT00000093493
H2AC1	ENST00000297012	ENSCAFT00000037556
TRAPPC9	ENST00000438773	ENSCAFT00000001830
NGRN	ENST00000379095	ENSCAFT00000019217
INHBA	ENST00000242208	ENSCAFT00000005699
NKTR	ENST00000232978	ENSCAFT00000059587
MYL1	ENST00000352451	ENSCAFT00000000182
SZRD1	ENST00000401088	ENSCAFT00000036964
ZNF219	ENST00000360947	ENSCAFT00000044403
COPB2	ENST00000333188	ENSCAFT00000012160
ACOT12	ENST00000307624	ENSCAFT00000013808
LRRC38	ENST00000376085	ENSCAFT00000043421
HRAS	ENST00000311189	ENSCAFT00000048281
HMGCLL1	ENST00000398661	ENSCAFT00000089056
RELT	ENST00000064780	ENSCAFT00000078279
KTI12	ENST00000371614	ENSCAFT00000006086
MMEL1	ENST00000378412	ENSCAFT00000048916
RGP1	ENST00000378078	ENSCAFT00000003497
MGAT3	ENST00000341184	ENSCAFT00000043684
GPR50	ENST00000218316	ENSCAFT00000030392
OR5B12	ENST00000302572	ENSCAFT00000046947
TNNI3K	ENST00000326637	ENSCAFT00000032502
ATP7A	ENST00000341514	ENSCAFT00000049745
DDX50	ENST00000373585	ENSCAFT00000021867
FGFR4	ENST00000292408	ENSCAFT00000026179
IKZF2	ENST00000434687	ENSCAFT00000022613
TNS4	ENST00000254051	ENSCAFT00000025458
ELOVL1	ENST00000372458	ENSCAFT00000090029
ABCE1	ENST00000296577	ENSCAFT00000012170
UBE2R2	ENST00000263228	ENSCAFT00000049255
IP6K3	ENST00000293756	ENSCAFT00000001841
MORN1	ENST00000378531	ENSCAFT00000030830
ZNF618	ENST00000374126	ENSCAFT00000091897
TRIM66	ENST00000299550	ENSCAFT00000011106
IL3RA	ENST00000331035	ENSCAFT00000017576
MYCT1	ENST00000367245	ENSCAFT00000071672
CASP2	ENST00000310447	ENSCAFT00000092823
KERA	ENST00000266719	ENSCAFT00000009924
CTNNB1	ENST00000349496	ENSCAFT00000008400
STOML2	ENST00000356493	ENSCAFT00000003186
FAM241A	ENST00000309733	ENSCAFT00000018465
NCKIPSD	ENST00000294129	ENSCAFT00000066833
RORA	ENST00000335670	ENSCAFT00000026448
UQCRC1	ENST00000203407	ENSCAFT00000019627
DOCK10	ENST00000258390	ENSCAFT00000083440
ARG2	ENST00000261783	ENSCAFT00000080327
KCNT1	ENST00000488444	ENSCAFT00000073962
DPH7	ENST00000277540	ENSCAFT00000030845
NDRG3	ENST00000349004	ENSCAFT00000013655
SRPK2	ENST00000357311	ENSCAFT00000079033
TMEM263	ENST00000280756	ENSCAFT00000002829
EMC4	ENST00000267750	ENSCAFT00000012721
CD5	ENST00000347785	ENSCAFT00000025910
ADAMTS2	ENST00000251582	ENSCAFT00000090500
TMEM120B	ENST00000342607	ENSCAFT00000013058
REM1	ENST00000201979	ENSCAFT00000046761
TNFSF15	ENST00000374045	ENSCAFT00000044284
MTHFSD	ENST00000360900	ENSCAFT00000031688
PAQR8	ENST00000360726	ENSCAFT00000049235
SLC6A7	ENST00000230671	ENSCAFT00000028924
ESRRB	ENST00000380887	ENSCAFT00000082341
AMOT	ENST00000371959	ENSCAFT00000028944
LMO1	ENST00000335790	ENSCAFT00000069325
RAB21	ENST00000261263	ENSCAFT00000081573
VWA2	ENST00000392982	ENSCAFT00000045022
COX18	ENST00000295890	ENSCAFT00000004743
CFAP20	ENST00000262498	ENSCAFT00000013535
IGF2	ENST00000300632	ENSCAFT00000088042
HSPA2	ENST00000247207	ENSCAFT00000025433
RGSL1	ENST00000294854	ENSCAFT00000020800
TCTN1	ENST00000551590	ENSCAFT00000013496
PLCE1	ENST00000260766	ENSCAFT00000012791
RAB3IL1	ENST00000394836	ENSCAFT00000084195
ADAM15	ENST00000356955	ENSCAFT00000073705
NCF2	ENST00000367535	ENSCAFT00000085402
ASB18	ENST00000409749	ENSCAFT00000046294
MRPS2	ENST00000241600	ENSCAFT00000042898
AFAP1L2	ENST00000304129	ENSCAFT00000085236
CABLES1	ENST00000256925	ENSCAFT00000028927
MBIP	ENST00000416007	ENSCAFT00000021688
DNPEP	ENST00000273075	ENSCAFT00000024444
FGF23	ENST00000237837	ENSCAFT00000024372
IL13RA2	ENST00000243213	ENSCAFT00000074527
MTBP	ENST00000305949	ENSCAFT00000083157
INPP5E	ENST00000371712	ENSCAFT00000031269
DUOX1	ENST00000321429	ENSCAFT00000021757
ZNF638	ENST00000264447	ENSCAFT00000070291
SLC7A11	ENST00000280612	ENSCAFT00000076935
DHX35	ENST00000252011	ENSCAFT00000067791
GPR152	ENST00000312457	ENSCAFT00000018327
MCM6	ENST00000264156	ENSCAFT00000008300
NRAS	ENST00000369535	ENSCAFT00000015144
AGPAT5	ENST00000285518	ENSCAFT00000069242
GGNBP2	ENST00000613102	ENSCAFT00000043485
ZC2HC1C	ENST00000524913	ENSCAFT00000079047
GRB7	ENST00000309156	ENSCAFT00000025903
ARL4D	ENST00000320033	ENSCAFT00000023142
GCA	ENST00000437150	ENSCAFT00000066388
LENEP	ENST00000368427	ENSCAFT00000027124
PIAS4	ENST00000262971	ENSCAFT00000030408
EIF3L	ENST00000624234	ENSCAFT00000002251
PPP1CB	ENST00000296122	ENSCAFT00000083509
CHST12	ENST00000258711	ENSCAFT00000026004
UBXN10	ENST00000375099	ENSCAFT00000023922
HTRA3	ENST00000307358	ENSCAFT00000023096
ENOX2	ENST00000338144	ENSCAFT00000007497
PLXNC1	ENST00000258526	ENSCAFT00000010032
SLC39A4	ENST00000301305	ENSCAFT00000002521
SPATA20	ENST00000356488	ENSCAFT00000048099
MRPL14	ENST00000372014	ENSCAFT00000092870
SLC5A5	ENST00000222248	ENSCAFT00000023929
FRY	ENST00000542859	ENSCAFT00000062487
INIP	ENST00000374242	ENSCAFT00000004907
MCCC1	ENST00000265594	ENSCAFT00000018684
U2AF1L4	ENST00000412391	ENSCAFT00000011030
DNAH9	ENST00000262442	ENSCAFT00000028231
CALML5	ENST00000380332	ENSCAFT00000008442
AGK	ENST00000355413	ENSCAFT00000006263
ANKRD17	ENST00000358602	ENSCAFT00000004833
PTMA	ENST00000341369	ENSCAFT00000082146
RALB	ENST00000272519	ENSCAFT00000007808
CCND1	ENST00000227507	ENSCAFT00000069623
COG6	ENST00000455146	ENSCAFT00000076518
INSC	ENST00000379554	ENSCAFT00000013587
MFAP1	ENST00000267812	ENSCAFT00000021283
NOP58	ENST00000264279	ENSCAFT00000019778
ZDHHC19	ENST00000296326	ENSCAFT00000020550
SUPT16H	ENST00000216297	ENSCAFT00000009018
TRMT1L	ENST00000367506	ENSCAFT00000021461
CBLB	ENST00000264122	ENSCAFT00000015552
TTYH2	ENST00000269346	ENSCAFT00000007288
SEMA3F	ENST00000002829	ENSCAFT00000017215
TAOK2	ENST00000308893	ENSCAFT00000065756
NHLRC4	ENST00000424439	ENSCAFT00000050165
WDR1	ENST00000382452	ENSCAFT00000024636
KCNH3	ENST00000257981	ENSCAFT00000049004
LEKR1	ENST00000470811	ENSCAFT00000014091
GLCE	ENST00000261858	ENSCAFT00000027753
LACTB	ENST00000261893	ENSCAFT00000026879
CSPG4	ENST00000308508	ENSCAFT00000028683
ARPC2	ENST00000295685	ENSCAFT00000023209
FUT11	ENST00000372841	ENSCAFT00000023609
F11R	ENST00000368026	ENSCAFT00000020114
USP26	ENST00000370832	ENSCAFT00000029926
CCDC88A	ENST00000436346	ENSCAFT00000092880
SNX5	ENST00000377759	ENSCAFT00000093105
ZBTB6	ENST00000373659	ENSCAFT00000048105
OTULINL	ENST00000274217	ENSCAFT00000014283
GJA9	ENST00000357771	ENSCAFT00000038555
DAZAP2	ENST00000412716	ENSCAFT00000045848
CCND3	ENST00000372991	ENSCAFT00000081303
PHLPP1	ENST00000262719	ENSCAFT00000000123
CKS1B	ENST00000308987	ENSCAFT00000082059
GABRB3	ENST00000311550	ENSCAFT00000043201
CSTA	ENST00000264474	ENSCAFT00000018866
KCNH1	ENST00000271751	ENSCAFT00000019169
RAD21	ENST00000297338	ENSCAFT00000001286
FTSJ3	ENST00000427159	ENSCAFT00000020267
CLPTM1L	ENST00000320895	ENSCAFT00000017076
KL	ENST00000380099	ENSCAFT00000010228
AMPH	ENST00000356264	ENSCAFT00000076450
MLLT11	ENST00000368921	ENSCAFT00000037454
CDS2	ENST00000460006	ENSCAFT00000009715
RCC1L	ENST00000610322	ENSCAFT00000068955
THEMIS	ENST00000368248	ENSCAFT00000001645
MCU	ENST00000373053	ENSCAFT00000023057
CD4	ENST00000011653	ENSCAFT00000077975
PTS	ENST00000280362	ENSCAFT00000042885
SBSPON	ENST00000297354	ENSCAFT00000039873
IGSF21	ENST00000251296	ENSCAFT00000043263
NCAM1	ENST00000316851	ENSCAFT00000022022
PROM1	ENST00000447510	ENSCAFT00000089711
PI4K2B	ENST00000264864	ENSCAFT00000026079
ZBTB3	ENST00000394807	ENSCAFT00000024796
MYH4	ENST00000255381	ENSCAFT00000027887
HTR2C	ENST00000276198	ENSCAFT00000069149
ANKRD11	ENST00000301030	ENSCAFT00000079538
NKIRAS1	ENST00000388759	ENSCAFT00000009305
WNT3A	ENST00000284523	ENSCAFT00000001825
XRCC2	ENST00000359321	ENSCAFT00000007971
SMIM4	ENST00000477703	ENSCAFT00000069166
NDUFV3	ENST00000340344	ENSCAFT00000016697
RBPJL	ENST00000343694	ENSCAFT00000015366
TEC	ENST00000381501	ENSCAFT00000003088
CDC5L	ENST00000371477	ENSCAFT00000003163
PRICKLE2	ENST00000295902	ENSCAFT00000061554
DMTN	ENST00000265800	ENSCAFT00000015454
RIC3	ENST00000309737	ENSCAFT00000011088
DGCR2	ENST00000263196	ENSCAFT00000023535
FDX1	ENST00000260270	ENSCAFT00000022588
CENPP	ENST00000375587	ENSCAFT00000003607
CLN8	ENST00000331222	ENSCAFT00000025898
BUB1	ENST00000302759	ENSCAFT00000077483
NAPRT	ENST00000449291	ENSCAFT00000047889
RAX2	ENST00000555633	ENSCAFT00000030462
APPL1	ENST00000288266	ENSCAFT00000012718
CCR9	ENST00000357632	ENSCAFT00000022020
YIPF6	ENST00000462683	ENSCAFT00000065125
EFCAB7	ENST00000371088	ENSCAFT00000029695
MBD1	ENST00000269468	ENSCAFT00000089027
FAU	ENST00000527548	ENSCAFT00000011274
ATF2	ENST00000264110	ENSCAFT00000021205
TOE1	ENST00000372090	ENSCAFT00000007420
CASP8	ENST00000432109	ENSCAFT00000019300
RAB19	ENST00000356407	ENSCAFT00000006357
ADAMTS1	ENST00000284984	ENSCAFT00000013624
SOX5	ENST00000451604	ENSCAFT00000018473
MKI67	ENST00000368654	ENSCAFT00000021024
